age,education,sex,race,race_input,img,Q1,Q2,Q3,Q4.a,Q4.b,d_quality,Q1_int,Q3_int,attribute,Demographic,src_clip_similarity,tgt_clip_similarity,clip_direction,clip_image,l1loss,l2loss,dino_image_similarity,clip_edit_image_similarity
25 - 34,Graduate degree,Male,South Asian,,young/white_woman/9,Yes,2,Yes,4,2,2,3,3,young,White,0.1317138671875,0.1204833984375,-0.11199951171875,0.9248046875,0.06028508394956589,0.010896754451096058,0.9208691120147705,0.1302490234375
25 - 34,High school graduate,Male,White or Caucasian,,smile/asian_man/4,Yes,5,No,4,4,0,3,1,smile,Asian,0.224365234375,0.238037109375,0.030120849609375,0.990234375,0.022896572947502136,0.0016941374633461237,0.991814374923706,0.1644287109375
25 - 34,Graduate degree,Male,White or Caucasian,,facial_hair/indian_woman/9,Yes,1,No,3,3,0,3,1,facial_hair,Indian,0.2005615234375,0.206787109375,-0.00235748291015625,0.97412109375,0.030927671119570732,0.0032339049503207207,0.9710396528244019,0.09332275390625
18 - 24,4 year degree,Male,White or Caucasian,,facial_hair/white_man/3,Yes,3,No,4,4,0,3,1,facial_hair,White,0.1961669921875,0.2059326171875,0.037811279296875,0.98486328125,0.036192163825035095,0.005129141733050346,0.9798226952552795,0.165283203125
18 - 24,4 year degree,Female,White or Caucasian,,smile/black_woman/12,Yes,5,No,5,5,0,3,1,smile,Black,0.239501953125,0.2330322265625,0.244140625,0.99462890625,0.028689883649349213,0.0027972429525107145,0.9910029172897339,0.14404296875
25 - 34,2 year degree,Male,White or Caucasian,,young/indian_man/12,Yes,1,Yes,4,4,0,3,3,young,Indian,0.2325439453125,0.20947265625,-0.003826141357421875,0.865234375,0.06277918070554733,0.012276819907128811,0.8709025382995605,0.11383056640625
25 - 34,Graduate degree,Female,Hispanic or Latino,,old/black_woman/2,Yes,4,No,4,3,1,3,1,old,Black,0.222412109375,0.19287109375,-0.035552978515625,0.939453125,0.03870551660656929,0.005987092386931181,0.9568790197372437,0.12420654296875
18 - 24,Some college,Female,White or Caucasian,,smile/black_man/7,Yes,5,No,5,5,0,3,1,smile,Black,0.260986328125,0.2412109375,0.2255859375,0.9775390625,0.022154422476887703,0.0020472477190196514,0.9786427617073059,0.1512451171875
18 - 24,Graduate degree,Female,White or Caucasian,,facial_hair/asian_man/7,Yes,4,No,4,3,1,3,1,facial_hair,Asian,0.1802978515625,0.2196044921875,0.165283203125,0.9091796875,0.03080851025879383,0.00578993558883667,0.9659098386764526,0.177734375
25 - 34,Graduate degree,Female,White or Caucasian,,young/asian_man/6,Not Sure,5,No,4,4,0,2,1,young,Asian,0.201416015625,0.1649169921875,-0.018951416015625,0.84375,0.04688327759504318,0.008704652078449726,0.8350800275802612,0.1422119140625
25 - 34,2 year degree,Male,White or Caucasian,,sunglasses/white_woman/11,Yes,4,Not sure,5,5,0,3,2,sunglasses,White,0.1668701171875,0.2203369140625,0.2335205078125,0.8642578125,0.04677833616733551,0.01334877498447895,0.9313035011291504,0.16796875
25 - 34,Graduate degree,Other,Prefer Not to say,,facial_hair/black_man/13,Not Sure,1,Not sure,2,2,0,2,2,facial_hair,Black,0.228759765625,0.1947021484375,0.039520263671875,0.9765625,0.02992088347673416,0.0024188575334846973,0.9908189177513123,0.1431884765625
18 - 24,4 year degree,Female,White or Caucasian,,facial_hair/black_woman/12,Yes,1,No,4,4,0,3,1,facial_hair,Black,0.2393798828125,0.2230224609375,0.03436279296875,0.99755859375,0.025927694514393806,0.002202338073402643,0.9957494139671326,0.12353515625
25 - 34,Graduate degree,Male,White or Caucasian,,old/indian_woman/13,Yes,4,Yes,5,4,1,3,3,old,Indian,0.233642578125,0.2274169921875,-0.04168701171875,0.93603515625,0.029417535290122032,0.004328425507992506,0.8633963465690613,0.12158203125
45 - 54,Some college,Male,White or Caucasian,,smile/black_man/13,Yes,1,No,4,4,0,3,1,smile,Black,0.228759765625,0.174560546875,0.051971435546875,0.97900390625,0.028063638135790825,0.0022252399940043688,0.991539716720581,0.1160888671875
25 - 34,2 year degree,Female,Hispanic or Latino,,old/white_woman/14,Yes,5,No,5,5,0,3,1,old,White,0.2161865234375,0.1807861328125,-0.032379150390625,0.68505859375,0.049838755279779434,0.007943320088088512,0.8565188050270081,0.1634521484375
25 - 34,Graduate degree,Male,Black or African American,,young/indian_man/14,Yes,5,Yes,3,4,-1,3,3,young,Indian,0.224609375,0.2158203125,0.0004267692565917969,0.943359375,0.0491524375975132,0.009580302983522415,0.9644090533256531,0.1507568359375
18 - 24,Some college,Male,White or Caucasian,,young/white_woman/14,Yes,2,No,5,5,0,3,1,young,White,0.2161865234375,0.211181640625,-0.006137847900390625,0.94580078125,0.03686206787824631,0.004203542601317167,0.9810811281204224,0.19091796875
18 - 24,4 year degree,Male,White or Caucasian,,old/black_woman/4,Yes,3,Yes,4,3,1,3,3,old,Black,0.22021484375,0.1785888671875,-0.01557159423828125,0.9404296875,0.04035026207566261,0.004895832389593124,0.9695428609848022,0.1461181640625
18 - 24,Some college,Female,Other,South African Coloured,old/white_man/10,Yes,4,No,5,5,0,3,1,old,White,0.185302734375,0.1866455078125,0.0108489990234375,0.98291015625,0.05197153985500336,0.006459788419306278,0.9602699279785156,0.1885986328125
25 - 34,High school graduate,Male,White or Caucasian,,sunglasses/black_man/1,Yes,4,No,4,3,1,3,1,sunglasses,Black,0.2427978515625,0.2373046875,0.1944580078125,0.94873046875,0.03965649753808975,0.007954583503305912,0.7787825465202332,0.1607666015625
18 - 24,4 year degree,Female,Hispanic or Latino,,facial_hair/white_man/8,Yes,3,No,4,5,-1,3,1,facial_hair,White,0.1785888671875,0.1959228515625,0.1243896484375,0.962890625,0.039602071046829224,0.00439186068251729,0.9105846881866455,0.1944580078125
18 - 24,Graduate degree,Female,Hispanic or Latino,,facial_hair/black_man/10,Yes,1,No,5,5,0,3,1,facial_hair,Black,0.2117919921875,0.2060546875,0.04388427734375,0.98974609375,0.03906506672501564,0.005349691491574049,0.9912478923797607,0.149658203125
35 - 44,Graduate degree,Male,White or Caucasian,,facial_hair/black_woman/12,Yes,1,No,5,5,0,3,1,facial_hair,Black,0.2393798828125,0.2230224609375,0.03436279296875,0.99755859375,0.025927694514393806,0.002202338073402643,0.9957494139671326,0.12353515625
35 - 44,Graduate degree,Male,White or Caucasian,,young/black_woman/8,Yes,1,Not sure,4,4,0,3,2,young,Black,0.2197265625,0.1966552734375,-0.053436279296875,0.978515625,0.023378392681479454,0.0018424933077767491,0.9954209923744202,0.1719970703125
25 - 34,High school graduate,Male,Black or African American,,young/indian_man/5,Yes,3,Yes,3,2,1,3,3,young,Indian,0.223388671875,0.2208251953125,-0.01396942138671875,0.9755859375,0.05183439329266548,0.013995268382132053,0.9770007133483887,0.1251220703125
35 - 44,2 year degree,Female,White or Caucasian,,sunglasses/asian_man/2,No,2,Yes,3,5,-2,1,3,sunglasses,Asian,0.2236328125,0.249755859375,0.0528564453125,0.970703125,0.025809066370129585,0.005419183522462845,0.9757817387580872,0.1563720703125
18 - 24,High school graduate,Male,Black or African American,,sunglasses/indian_woman/7,Yes,5,Yes,5,5,0,3,3,sunglasses,Indian,0.23583984375,0.27099609375,0.25341796875,0.91845703125,0.04743579030036926,0.010415405035018921,0.9360540509223938,0.1610107421875
25 - 34,Graduate degree,Male,South Asian,,young/black_man/9,Yes,1,Yes,5,3,2,3,3,young,Black,0.224853515625,0.181396484375,-0.00777435302734375,0.91455078125,0.043668050318956375,0.007987720891833305,0.8867418169975281,0.1253662109375
25 - 34,Graduate degree,Female,White or Caucasian,,old/asian_man/9,No,4,Yes,4,3,1,1,3,old,Asian,0.249267578125,0.213134765625,-0.07647705078125,0.7998046875,0.04279081150889397,0.008306016214191914,0.8223842978477478,0.16748046875
35 - 44,4 year degree,Female,Black or African American,,old/black_woman/7,Yes,4,No,4,4,0,3,1,old,Black,0.222412109375,0.183837890625,-0.027313232421875,0.91748046875,0.03377487510442734,0.0033023857977241278,0.950249969959259,0.1595458984375
45 - 54,2 year degree,Female,White or Caucasian,,old/asian_woman/0,Yes,5,Yes,5,5,0,3,3,old,Asian,0.21923828125,0.216796875,-0.00586700439453125,0.7197265625,0.061852727085351944,0.011616415344178677,0.7724891304969788,0.18115234375
25 - 34,Graduate degree,Female,White or Caucasian,,young/asian_man/6,Yes,4,Yes,5,5,0,3,3,young,Asian,0.201416015625,0.1649169921875,-0.018951416015625,0.84375,0.04688327759504318,0.008704652078449726,0.8350800275802612,0.1422119140625
25 - 34,4 year degree,Female,Black or African American,,smile/asian_man/12,No,3,Yes,5,4,1,1,3,smile,Asian,0.2391357421875,0.26416015625,0.2396240234375,0.93603515625,0.021243775263428688,0.0035820212215185165,0.9685748815536499,0.166259765625
35 - 44,4 year degree,Male,White or Caucasian,,facial_hair/white_man/8,Yes,4,No,4,3,1,3,1,facial_hair,White,0.1785888671875,0.1959228515625,0.1243896484375,0.962890625,0.039602071046829224,0.00439186068251729,0.9105846881866455,0.1944580078125
25 - 34,High school graduate,Male,White or Caucasian,,young/black_woman/2,Yes,2,No,5,5,0,3,1,young,Black,0.222412109375,0.1982421875,0.048675537109375,0.96630859375,0.03213648870587349,0.004325981251895428,0.9610994458198547,0.1453857421875
25 - 34,Graduate degree,Female,Black or African American,,sunglasses/asian_woman/2,Yes,3,Yes,4,4,0,3,3,sunglasses,Asian,0.2135009765625,0.310546875,0.2030029296875,0.75927734375,0.03660719841718674,0.00973166897892952,0.8740639090538025,0.2147216796875
18 - 24,2 year degree,Female,Black or African American,,facial_hair/black_woman/14,Yes,1,Yes,3,4,-1,3,3,facial_hair,Black,0.22509765625,0.212890625,-0.029052734375,0.994140625,0.019843874499201775,0.0031663221307098866,0.9878895282745361,0.1103515625
18 - 24,Graduate degree,Female,Hispanic or Latino,,sunglasses/white_woman/14,Not Sure,1,No,3,4,-1,2,1,sunglasses,White,0.2161865234375,0.2005615234375,-0.0020046234130859375,0.9931640625,0.02586946450173855,0.0019070080015808344,0.9952884912490845,0.144775390625
18 - 24,High school graduate,Male,White or Caucasian,,old/asian_man/12,Yes,5,Not sure,5,5,0,3,2,old,Asian,0.2391357421875,0.201416015625,-0.134765625,0.83837890625,0.04259699210524559,0.00987758208066225,0.8772472739219666,0.17529296875
18 - 24,Some college,Male,White or Caucasian,,young/asian_man/7,Yes,2,Yes,4,4,0,3,3,young,Asian,0.180419921875,0.1431884765625,-0.01055908203125,0.916015625,0.029680654406547546,0.005648025311529636,0.9633727073669434,0.195556640625
18 - 24,High school graduate,Female,White or Caucasian,,smile/asian_woman/2,Yes,5,No,5,5,0,3,1,smile,Asian,0.2135009765625,0.2281494140625,0.09893798828125,0.93994140625,0.01881406642496586,0.0022712729405611753,0.9781669974327087,0.179931640625
25 - 34,Graduate degree,Female,White or Caucasian,,smile/asian_woman/2,Yes,5,Not sure,4,4,0,3,2,smile,Asian,0.2135009765625,0.2281494140625,0.09893798828125,0.93994140625,0.01881406642496586,0.0022712729405611753,0.9781669974327087,0.179931640625
18 - 24,2 year degree,Male,White or Caucasian,,young/asian_man/7,Yes,3,Yes,3,4,-1,3,3,young,Asian,0.180419921875,0.1431884765625,-0.01055908203125,0.916015625,0.029680654406547546,0.005648025311529636,0.9633727073669434,0.195556640625
25 - 34,Some college,Female,Other,African ,young/asian_man/7,Yes,1,Yes,3,3,0,3,3,young,Asian,0.180419921875,0.1431884765625,-0.01055908203125,0.916015625,0.029680654406547546,0.005648025311529636,0.9633727073669434,0.195556640625
18 - 24,Graduate degree,Male,White or Caucasian,,old/indian_woman/5,Yes,2,No,4,4,0,3,1,old,Indian,0.1529541015625,0.181640625,-0.031463623046875,0.96435546875,0.031146632507443428,0.005381998140364885,0.9835168719291687,0.1417236328125
45 - 54,Graduate degree,Male,Hispanic or Latino,,old/indian_woman/5,Yes,4,No,4,3,1,3,1,old,Indian,0.1529541015625,0.181640625,-0.031463623046875,0.96435546875,0.031146632507443428,0.005381998140364885,0.9835168719291687,0.1417236328125
18 - 24,High school graduate,Female,White or Caucasian,,sunglasses/white_man/14,Yes,4,Yes,4,4,0,3,3,sunglasses,White,0.118896484375,0.18798828125,0.28857421875,0.95068359375,0.051591187715530396,0.011799587868154049,0.9548213481903076,0.1822509765625
25 - 34,Graduate degree,Female,Hispanic or Latino,,old/black_man/5,Yes,5,No,5,5,0,3,1,old,Black,0.208740234375,0.200439453125,0.022613525390625,0.982421875,0.03955398499965668,0.0038773042615503073,0.9786994457244873,0.142822265625
18 - 24,High school graduate,Male,Hispanic or Latino,,sunglasses/asian_woman/0,Yes,4,No,4,4,0,3,1,sunglasses,Asian,0.2191162109375,0.306396484375,0.2724609375,0.890625,0.050569597631692886,0.010479750111699104,0.8409494757652283,0.2344970703125
35 - 44,High school graduate,Male,White or Caucasian,,smile/asian_woman/2,Yes,5,Yes,5,5,0,3,3,smile,Asian,0.2135009765625,0.2281494140625,0.09893798828125,0.93994140625,0.01881406642496586,0.0022712729405611753,0.9781669974327087,0.179931640625
18 - 24,Some college,Male,White or Caucasian,,smile/black_man/10,Yes,4,No,4,4,0,3,1,smile,Black,0.211669921875,0.221435546875,-0.002437591552734375,0.9921875,0.03590429574251175,0.003955448046326637,0.9906122088432312,0.143798828125
18 - 24,2 year degree,Male,White or Caucasian,,smile/black_man/10,Yes,4,No,5,5,0,3,1,smile,Black,0.211669921875,0.221435546875,-0.002437591552734375,0.9921875,0.03590429574251175,0.003955448046326637,0.9906122088432312,0.143798828125
18 - 24,2 year degree,Male,Hispanic or Latino,,sunglasses/asian_woman/0,Yes,5,Yes,5,5,0,3,3,sunglasses,Asian,0.2191162109375,0.306396484375,0.2724609375,0.890625,0.050569597631692886,0.010479750111699104,0.8409494757652283,0.2344970703125
25 - 34,4 year degree,Male,Black or African American,,old/black_man/5,Yes,5,Yes,5,5,0,3,3,old,Black,0.208740234375,0.200439453125,0.022613525390625,0.982421875,0.03955398499965668,0.0038773042615503073,0.9786994457244873,0.142822265625
35 - 44,Graduate degree,Female,White or Caucasian,,sunglasses/white_man/14,Yes,5,Yes,4,4,0,3,3,sunglasses,White,0.118896484375,0.18798828125,0.28857421875,0.95068359375,0.051591187715530396,0.011799587868154049,0.9548213481903076,0.1822509765625
25 - 34,Graduate degree,Other,Black or African American,,sunglasses/black_woman/4,Yes,4,No,5,5,0,3,1,sunglasses,Black,0.220458984375,0.2344970703125,0.155029296875,0.92236328125,0.04084162041544914,0.0079165855422616,0.9350616931915283,0.11944580078125
25 - 34,4 year degree,Male,White or Caucasian,,sunglasses/black_woman/4,Yes,2,Yes,5,5,0,3,3,sunglasses,Black,0.220458984375,0.2344970703125,0.155029296875,0.92236328125,0.04084162041544914,0.0079165855422616,0.9350616931915283,0.11944580078125
25 - 34,Graduate degree,Female,Hispanic or Latino,,old/white_woman/8,Yes,4,No,3,3,0,3,1,old,White,0.1976318359375,0.192138671875,-0.030242919921875,0.94580078125,0.033978525549173355,0.0031882289331406355,0.9737992882728577,0.1485595703125
25 - 34,Graduate degree,Female,Black or African American,,smile/black_man/10,Yes,2,No,3,3,0,3,1,smile,Black,0.211669921875,0.221435546875,-0.002437591552734375,0.9921875,0.03590429574251175,0.003955448046326637,0.9906122088432312,0.143798828125
18 - 24,High school graduate,Female,Black or African American,,old/white_woman/8,Yes,5,No,5,4,1,3,1,old,White,0.1976318359375,0.192138671875,-0.030242919921875,0.94580078125,0.033978525549173355,0.0031882289331406355,0.9737992882728577,0.1485595703125
55 - 64,Graduate degree,Female,White or Caucasian,,sunglasses/asian_woman/0,Yes,4,Yes,4,4,0,3,3,sunglasses,Asian,0.2191162109375,0.306396484375,0.2724609375,0.890625,0.050569597631692886,0.010479750111699104,0.8409494757652283,0.2344970703125
18 - 24,4 year degree,Female,Black or African American,,sunglasses/black_woman/4,No,4,Yes,3,3,0,1,3,sunglasses,Black,0.220458984375,0.2344970703125,0.155029296875,0.92236328125,0.04084162041544914,0.0079165855422616,0.9350616931915283,0.11944580078125
25 - 34,2 year degree,Male,Prefer Not to say,,young/asian_woman/11,Yes,5,No,4,4,0,3,1,young,Asian,0.2255859375,0.1966552734375,-0.027740478515625,0.81396484375,0.03433719649910927,0.006783982273191214,0.7479222416877747,0.20556640625
18 - 24,Some college,Male,White or Caucasian,,sunglasses/indian_man/11,Yes,3,No,4,4,0,3,1,sunglasses,Indian,0.18115234375,0.261962890625,0.2275390625,0.908203125,0.029268361628055573,0.004176181275397539,0.8115774393081665,0.1771240234375
25 - 34,4 year degree,Male,White or Caucasian,,smile/asian_woman/5,Yes,5,No,4,4,0,3,1,smile,Asian,0.2239990234375,0.2347412109375,0.08428955078125,0.94970703125,0.028144152835011482,0.004502396564930677,0.9392524361610413,0.1668701171875
35 - 44,Some college,Male,White or Caucasian,,young/asian_man/14,Yes,5,No,5,5,0,3,1,young,Asian,0.2449951171875,0.244140625,-0.004291534423828125,0.78271484375,0.03809338063001633,0.006357443053275347,0.81796795129776,0.1539306640625
35 - 44,Graduate degree,Female,Black or African American,,facial_hair/white_man/14,Yes,2,Yes,3,3,0,3,3,facial_hair,White,0.11883544921875,0.13134765625,-0.00197601318359375,0.9833984375,0.04306039214134216,0.0076262145303189754,0.9697402715682983,0.1387939453125
45 - 54,4 year degree,Female,White or Caucasian,,facial_hair/black_man/6,Yes,5,Not sure,4,4,0,3,2,facial_hair,Black,0.259521484375,0.2454833984375,0.1129150390625,0.9814453125,0.02771577425301075,0.003884847043082118,0.9934960007667542,0.182373046875
25 - 34,Graduate degree,Female,Black or African American,,facial_hair/asian_woman/13,Yes,1,Yes,4,4,0,3,3,facial_hair,Asian,0.2291259765625,0.21435546875,-0.0102081298828125,0.94677734375,0.03936900198459625,0.00554185826331377,0.9663463234901428,0.0955810546875
25 - 34,Graduate degree,Female,White or Caucasian,,facial_hair/black_man/9,Yes,3,No,4,4,0,3,1,facial_hair,Black,0.224853515625,0.2369384765625,0.0099639892578125,0.99462890625,0.02228463999927044,0.002265111543238163,0.9881541728973389,0.1795654296875
25 - 34,Some college,Male,White or Caucasian,,young/white_man/3,Yes,1,No,5,5,0,3,1,young,White,0.1961669921875,0.2103271484375,0.01348114013671875,0.97900390625,0.04356122389435768,0.0067542544566094875,0.9758288264274597,0.1671142578125
18 - 24,2 year degree,Female,Black or African American,,young/indian_man/8,Yes,4,Yes,4,4,0,3,3,young,Indian,0.1846923828125,0.199462890625,0.035125732421875,0.765625,0.03533725067973137,0.006905651185661554,0.9373624324798584,0.10992431640625
18 - 24,Graduate degree,Female,Black or African American,,young/white_man/5,Yes,3,No,3,3,0,3,1,young,White,0.2203369140625,0.2025146484375,0.04376220703125,0.9814453125,0.028734497725963593,0.0031855283305048943,0.9824701547622681,0.1776123046875
18 - 24,4 year degree,Male,Hispanic or Latino,,young/black_woman/9,Yes,4,Yes,5,5,0,3,3,young,Black,0.2049560546875,0.197509765625,0.045257568359375,0.9599609375,0.029080267995595932,0.003408112796023488,0.9506672024726868,0.129638671875
25 - 34,4 year degree,Female,Black or African American,,facial_hair/asian_woman/13,Yes,1,Yes,5,5,0,3,3,facial_hair,Asian,0.2291259765625,0.21435546875,-0.0102081298828125,0.94677734375,0.03936900198459625,0.00554185826331377,0.9663463234901428,0.0955810546875
18 - 24,Some college,Female,Black or African American,,old/white_man/14,Yes,3,No,4,3,1,3,1,old,White,0.118896484375,0.135986328125,-0.04931640625,0.97998046875,0.058242861181497574,0.012725829146802425,0.9797049164772034,0.1685791015625
45 - 54,Graduate degree,Female,East Asian,,sunglasses/indian_woman/14,Not Sure,4,Yes,2,2,0,2,3,sunglasses,Indian,0.21630859375,0.259521484375,0.1541748046875,0.86572265625,0.04502283036708832,0.005993581376969814,0.7371358871459961,0.1695556640625
18 - 24,4 year degree,Male,Black or African American,,old/white_man/4,Yes,3,No,3,2,1,3,1,old,White,0.193115234375,0.158447265625,0.044342041015625,0.97900390625,0.04754025116562843,0.0070006209425628185,0.9525546431541443,0.179931640625
35 - 44,2 year degree,Female,Other,Coloured,smile/black_woman/12,Yes,4,No,4,4,0,3,1,smile,Black,0.239501953125,0.2330322265625,0.244140625,0.99462890625,0.028689883649349213,0.0027972429525107145,0.9910029172897339,0.14404296875
25 - 34,Graduate degree,Male,White or Caucasian,,smile/black_woman/11,Yes,4,Yes,4,3,1,3,3,smile,Black,0.24267578125,0.2471923828125,0.2021484375,0.93017578125,0.022007687017321587,0.003287510946393013,0.9670107960700989,0.16845703125
25 - 34,Graduate degree,Male,South Asian,,old/black_man/12,Yes,4,Yes,4,3,1,3,3,old,Black,0.2020263671875,0.169189453125,-0.02154541015625,0.95068359375,0.028248606249690056,0.006741272285580635,0.9663364887237549,0.1563720703125
25 - 34,High school graduate,Male,White or Caucasian,,sunglasses/asian_man/3,Yes,4,No,5,5,0,3,1,sunglasses,Asian,0.2398681640625,0.275634765625,0.168701171875,0.92041015625,0.03627648949623108,0.0075904605910182,0.8051844835281372,0.1937255859375
25 - 34,Graduate degree,Male,White or Caucasian,,young/white_woman/5,Yes,2,No,5,5,0,3,1,young,White,0.2373046875,0.224853515625,0.00600433349609375,0.99072265625,0.031092626973986626,0.0030084410682320595,0.9950855374336243,0.1854248046875
18 - 24,4 year degree,Male,White or Caucasian,,sunglasses/white_woman/8,Yes,3,Yes,5,5,0,3,3,sunglasses,White,0.1976318359375,0.251708984375,0.2156982421875,0.90869140625,0.03995191305875778,0.007217981852591038,0.8600583076477051,0.182373046875
18 - 24,4 year degree,Female,White or Caucasian,,young/indian_man/7,Yes,4,No,5,5,0,3,1,young,Indian,0.2666015625,0.26513671875,-0.005847930908203125,0.9580078125,0.03763502091169357,0.00586977181956172,0.9592040777206421,0.173583984375
25 - 34,2 year degree,Male,White or Caucasian,,young/asian_woman/8,No,4,Not sure,4,4,0,1,2,young,Asian,0.228515625,0.1715087890625,0.05767822265625,0.8583984375,0.031256016343832016,0.007264465559273958,0.9134061932563782,0.1650390625
25 - 34,Graduate degree,Female,Hispanic or Latino,,sunglasses/black_man/8,Yes,2,No,4,3,1,3,1,sunglasses,Black,0.2220458984375,0.1898193359375,0.0760498046875,0.91796875,0.04324416443705559,0.006516933441162109,0.9739176630973816,0.09637451171875
18 - 24,Some college,Female,White or Caucasian,,old/indian_woman/9,Yes,5,No,4,3,1,3,1,old,Indian,0.2005615234375,0.2254638671875,-0.0200042724609375,0.8701171875,0.04324040189385414,0.0059679471887648106,0.9300625324249268,0.1737060546875
18 - 24,Graduate degree,Female,White or Caucasian,,old/black_man/8,Yes,4,No,5,4,1,3,1,old,Black,0.2220458984375,0.17578125,-0.0211029052734375,0.958984375,0.04964346066117287,0.007190725766122341,0.9704424738883972,0.1524658203125
25 - 34,Graduate degree,Female,White or Caucasian,,smile/indian_woman/6,Not Sure,5,Yes,4,4,0,2,3,smile,Indian,0.268798828125,0.25439453125,0.23486328125,0.9638671875,0.030626477673649788,0.0039906371384859085,0.9818745851516724,0.1468505859375
25 - 34,2 year degree,Male,White or Caucasian,,sunglasses/asian_man/13,Yes,5,No,2,2,0,3,1,sunglasses,Asian,0.2078857421875,0.21923828125,0.23681640625,0.86181640625,0.040817953646183014,0.006739174481481314,0.7735772132873535,0.2008056640625
25 - 34,Graduate degree,Other,Prefer Not to say,,sunglasses/black_woman/6,Yes,1,No,5,5,0,3,1,sunglasses,Black,0.2279052734375,0.256103515625,0.234375,0.93896484375,0.03780413046479225,0.006552737206220627,0.8415932059288025,0.134765625
18 - 24,4 year degree,Female,White or Caucasian,,facial_hair/indian_woman/7,Yes,2,No,4,3,1,3,1,facial_hair,Indian,0.23583984375,0.2484130859375,0.06585693359375,0.98876953125,0.034699540585279465,0.005802049767225981,0.9922995567321777,0.10693359375
25 - 34,Graduate degree,Male,White or Caucasian,,facial_hair/indian_woman/1,Yes,1,No,5,5,0,3,1,facial_hair,Indian,0.2222900390625,0.220703125,-0.0019588470458984375,0.9873046875,0.03813329339027405,0.006763233803212643,0.9435591697692871,0.11090087890625
45 - 54,Some college,Male,White or Caucasian,,old/white_man/11,Yes,3,Yes,4,3,1,3,3,old,White,0.25927734375,0.2259521484375,-0.00514984130859375,0.96044921875,0.04432180896401405,0.006022896617650986,0.8285948038101196,0.205322265625
25 - 34,2 year degree,Female,Hispanic or Latino,,smile/indian_man/3,Yes,1,No,5,5,0,3,1,smile,Indian,0.23681640625,0.199951171875,0.0987548828125,0.986328125,0.03095451183617115,0.004314223770052195,0.9653149247169495,0.12188720703125
25 - 34,Graduate degree,Male,Black or African American,,sunglasses/black_woman/8,No,4,No,4,4,0,1,1,sunglasses,Black,0.2196044921875,0.19921875,0.0595703125,0.9716796875,0.023233838379383087,0.0021121357567608356,0.990403413772583,0.09564208984375
18 - 24,Some college,Male,White or Caucasian,,smile/asian_man/5,Yes,5,No,4,4,0,3,1,smile,Asian,0.18115234375,0.2235107421875,0.11224365234375,0.9306640625,0.026022091507911682,0.00553324306383729,0.9722357988357544,0.2000732421875
18 - 24,4 year degree,Male,White or Caucasian,,young/white_woman/8,Yes,2,No,4,3,1,3,1,young,White,0.1976318359375,0.191650390625,0.0325927734375,0.98583984375,0.029708633199334145,0.0027947979979217052,0.9909831285476685,0.139892578125
18 - 24,Some college,Female,Other,South African Coloured,sunglasses/white_man/13,Yes,5,No,5,5,0,3,1,sunglasses,White,0.2142333984375,0.2398681640625,0.221435546875,0.9599609375,0.0363963283598423,0.008275761269032955,0.8700363039970398,0.176025390625
25 - 34,High school graduate,Male,White or Caucasian,,young/white_woman/10,Yes,4,Yes,3,3,0,3,3,young,White,0.2265625,0.2135009765625,0.0162506103515625,0.9658203125,0.05202960968017578,0.007800110150128603,0.9729028940200806,0.2005615234375
18 - 24,4 year degree,Female,Hispanic or Latino,,facial_hair/white_woman/0,Yes,5,No,5,4,1,3,1,facial_hair,White,0.2216796875,0.266845703125,0.2490234375,0.900390625,0.021247925236821175,0.00238050171174109,0.9849437475204468,0.218017578125
18 - 24,Graduate degree,Female,Hispanic or Latino,,facial_hair/black_man/5,Yes,5,No,5,5,0,3,1,facial_hair,Black,0.2088623046875,0.211669921875,0.1307373046875,0.869140625,0.041388917714357376,0.006311062257736921,0.9241702556610107,0.1533203125
35 - 44,Graduate degree,Male,White or Caucasian,,young/asian_woman/4,Yes,3,Not sure,4,4,0,3,2,young,Asian,0.2498779296875,0.2130126953125,0.030853271484375,0.95263671875,0.03736278414726257,0.00503552844747901,0.978390634059906,0.189208984375
35 - 44,Graduate degree,Male,White or Caucasian,,old/indian_woman/3,Yes,3,No,3,3,0,3,1,old,Indian,0.2125244140625,0.2052001953125,0.00235748291015625,0.87060546875,0.04637977108359337,0.008836764842271805,0.9545416831970215,0.1051025390625
25 - 34,High school graduate,Male,Black or African American,,sunglasses/indian_man/12,Yes,1,Yes,1,2,-1,3,3,sunglasses,Indian,0.232421875,0.265869140625,0.09613037109375,0.85107421875,0.07303018122911453,0.017087528482079506,0.7564208507537842,0.1656494140625
35 - 44,2 year degree,Female,White or Caucasian,,young/white_man/11,Yes,4,No,4,4,0,3,1,young,White,0.25927734375,0.237548828125,0.03692626953125,0.99560546875,0.025138475000858307,0.002042768057435751,0.962744414806366,0.2119140625
18 - 24,High school graduate,Male,Black or African American,,sunglasses/white_man/0,Yes,5,No,5,5,0,3,1,sunglasses,White,0.25341796875,0.2249755859375,0.05316162109375,0.9599609375,0.030179990455508232,0.003920688293874264,0.959629237651825,0.14990234375
25 - 34,Graduate degree,Male,South Asian,,sunglasses/black_man/0,Yes,5,Yes,5,4,1,3,3,sunglasses,Black,0.1444091796875,0.209716796875,0.2169189453125,0.849609375,0.034810420125722885,0.00852059293538332,0.8559134006500244,0.1806640625
